OID,Country or Area,Year,Description,Magnitude,Value,Rate
21867R..ZF...,BOLIVIA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,850%,8.50%
21867R..ZF...,BOLIVIA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,746%,7.46%
21867R..ZF...,BOLIVIA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,720%,7.20%
21867R..ZF...,BOLIVIA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,370%,3.70%
21867R..ZF...,BOLIVIA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,380%,3.80%
21867R..ZF...,BOLIVIA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,360%,3.60%
21867R..ZF...,BOLIVIA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
21867R..ZF...,BOLIVIA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,600%,6.00%
21867R..ZF...,BOLIVIA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,550%,5.50%
21867R..ZF...,BOLIVIA,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,590%,5.90%
21867R..ZF...,BOLIVIA,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,730%,7.30%
21867R..ZF...,BOLIVIA,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,1000%,10.00%
96367R..ZF...,BOSNIA & HERZEGOVINA,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,4013%,40.13%
22367R..ZF...,BRAZIL,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,789%,7.89%
22367R..ZF...,BRAZIL,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,930%,9.30%
22367R..ZF...,BRAZIL,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,840%,8.40%
22367R..ZF...,BRAZIL,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,940%,9.40%
22367R..ZF...,BRAZIL,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,890%,8.90%
22367R..ZF...,BRAZIL,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1232%,12.32%
22367R..ZF...,BRAZIL,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,920%,9.20%
22367R..ZF...,BRAZIL,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1010%,10.10%
22367R..ZF...,BRAZIL,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,920%,9.20%
22367R..ZF...,BRAZIL,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,960%,9.60%
22367R..ZF...,BRAZIL,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,900%,9.00%
22367R..ZF...,BRAZIL,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,780%,7.80%
22367R..ZF...,BRAZIL,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,700%,7.00%
22367R..ZF...,BRAZIL,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,610%,6.10%
22367R..ZF...,BRAZIL,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,507%,5.07%
22367R..ZF...,BRAZIL,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,620%,6.20%
22367R..ZF...,BRAZIL,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,650%,6.50%
22367R..ZF...,BRAZIL,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,370%,3.70%
22367R..ZF...,BRAZIL,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,300%,3.00%
22367R..ZF...,BRAZIL,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,380%,3.80%
22367R..ZF...,BRAZIL,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,360%,3.60%
22367R..ZF...,BRAZIL,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,240%,2.40%
22367R..ZF...,BRAZIL,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,340%,3.40%
22367R..ZF...,BRAZIL,1984,UNEMPLOYMENT RATE,PERCENT PER ANNU,430%,4.30%
51667R..ZF...,BRUNEI DARUSSALAM,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,370%,3.70%
51667R..ZF...,BRUNEI DARUSSALAM,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,340%,3.40%
51667R..ZF...,BRUNEI DARUSSALAM,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,400%,4.00%
51667R..ZF...,BRUNEI DARUSSALAM,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,410%,4.10%
51667R..ZF...,BRUNEI DARUSSALAM,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,350%,3.50%
51667R..ZF...,BRUNEI DARUSSALAM,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,440%,4.40%
91867R..ZF...,BULGARIA,2009,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,685%,6.85%
91867R..ZF...,BULGARIA,2008,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,560%,5.60%
91867R..ZF...,BULGARIA,2007,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,688%,6.88%
91867R..ZF...,BULGARIA,2006,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,898%,8.98%
91867R..ZF...,BULGARIA,2005,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1010%,10.10%
91867R..ZF...,BULGARIA,2004,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1203%,12.03%
91867R..ZF...,BULGARIA,2003,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1368%,13.68%
91867R..ZF...,BULGARIA,2002,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1780%,17.80%
91867R..ZF...,BULGARIA,2001,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1978%,19.78%
91867R..ZF...,BULGARIA,2000,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1685%,16.85%
91867R..ZF...,BULGARIA,1999,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1600%,16.00%
91867R..ZF...,BULGARIA,1998,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1220%,12.20%
91867R..ZF...,BULGARIA,1997,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1370%,13.70%
91867R..ZF...,BULGARIA,1996,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1250%,12.50%
91867R..ZF...,BULGARIA,1995,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1110%,11.10%
91867R..ZF...,BULGARIA,1994,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1240%,12.40%
91867R..ZF...,BULGARIA,1993,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1584%,15.84%
91867R..ZF...,BULGARIA,1992,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1530%,15.30%
91867R..ZF...,BULGARIA,1991,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,1110%,11.10%
91867R..ZF...,BULGARIA,1990,UNEMPLOYMENT RATE(%),PERCENT PER ANNU,170%,1.70%
15667R..ZF...,CANADA,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,826%,8.26%
15667R..ZF...,CANADA,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,613%,6.13%
15667R..ZF...,CANADA,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,603%,6.03%
15667R..ZF...,CANADA,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,629%,6.29%
15667R..ZF...,CANADA,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,676%,6.76%
15667R..ZF...,CANADA,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,719%,7.19%
15667R..ZF...,CANADA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,749%,7.49%
15667R..ZF...,CANADA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,770%,7.70%
15667R..ZF...,CANADA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,720%,7.20%
15667R..ZF...,CANADA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
15667R..ZF...,CANADA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,762%,7.62%
15667R..ZF...,CANADA,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,830%,8.30%
15667R..ZF...,CANADA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,920%,9.20%
15667R..ZF...,CANADA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,970%,9.70%
15667R..ZF...,CANADA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,955%,9.55%
15667R..ZF...,CANADA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,1040%,10.40%
15667R..ZF...,CANADA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1120%,11.20%
15667R..ZF...,CANADA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1130%,11.30%
15667R..ZF...,CANADA,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,1040%,10.40%
15667R..ZF...,CANADA,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,810%,8.10%
15667R..ZF...,CANADA,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,750%,7.50%
15667R..ZF...,CANADA,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,780%,7.80%
15667R..ZF...,CANADA,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,890%,8.90%
15667R..ZF...,CANADA,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,960%,9.60%
15667R..ZF...,CANADA,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,1050%,10.50%
22867R..ZF...,CHILE,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,979%,9.79%
22867R..ZF...,CHILE,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,781%,7.81%
22867R..ZF...,CHILE,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,712%,7.12%
22867R..ZF...,CHILE,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,768%,7.68%
22867R..ZF...,CHILE,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,800%,8.00%
22867R..ZF...,CHILE,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1000%,10.00%
22867R..ZF...,CHILE,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,740%,7.40%
22867R..ZF...,CHILE,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,780%,7.80%
22867R..ZF...,CHILE,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,790%,7.90%
22867R..ZF...,CHILE,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,830%,8.30%
22867R..ZF...,CHILE,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,890%,8.90%
22867R..ZF...,CHILE,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,720%,7.20%
22867R..ZF...,CHILE,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,530%,5.30%
22867R..ZF...,CHILE,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,540%,5.40%
22867R..ZF...,CHILE,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,470%,4.70%
22867R..ZF...,CHILE,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,590%,5.90%
22867R..ZF...,CHILE,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,450%,4.50%
22867R..ZF...,CHILE,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,440%,4.40%
22867R..ZF...,CHILE,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,530%,5.30%
22867R..ZF...,CHILE,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,570%,5.70%
22867R..ZF...,CHILE,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,530%,5.30%
22867R..ZF...,CHILE,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,630%,6.30%
22867R..ZF...,CHILE,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,790%,7.90%
22867R..ZF...,CHILE,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,880%,8.80%
22867R..ZF...,CHILE,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,1210%,12.10%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,420%,4.20%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,400%,4.00%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,410%,4.10%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,420%,4.20%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,420%,4.20%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,430%,4.30%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,400%,4.00%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,360%,3.60%
92467R..ZF...,"CHINA,P.R.: MAINLAND",2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,310%,3.10%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,300%,3.00%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,300%,3.00%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,290%,2.90%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,280%,2.80%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,260%,2.60%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,230%,2.30%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,230%,2.30%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,250%,2.50%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,260%,2.60%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,200%,2.00%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,200%,2.00%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,200%,2.00%
92467R..ZF...,"CHINA,P.R.: MAINLAND",1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,180%,1.80%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,352%,3.52%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,400%,4.00%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,480%,4.80%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,558%,5.58%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,790%,7.90%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,733%,7.33%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,510%,5.10%
53267R..ZF...,"CHINA,P.R.:HONG KONG",2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,495%,4.95%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,625%,6.25%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,468%,4.68%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,220%,2.20%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,280%,2.80%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,318%,3.18%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,193%,1.93%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,200%,2.00%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,198%,1.98%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,180%,1.80%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,130%,1.30%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,110%,1.10%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,140%,1.40%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,170%,1.70%
53267R..ZF...,"CHINA,P.R.:HONG KONG",1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,280%,2.80%
54667R..ZF...,"CHINA,P.R.:MACAO",2009,UNEMPLOYMENTRATE,PERCENT PER ANNU,360%,3.60%
54667R..ZF...,"CHINA,P.R.:MACAO",2008,UNEMPLOYMENTRATE,PERCENT PER ANNU,300%,3.00%
54667R..ZF...,"CHINA,P.R.:MACAO",2007,UNEMPLOYMENTRATE,PERCENT PER ANNU,310%,3.10%
54667R..ZF...,"CHINA,P.R.:MACAO",2006,UNEMPLOYMENTRATE,PERCENT PER ANNU,380%,3.80%
54667R..ZF...,"CHINA,P.R.:MACAO",2005,UNEMPLOYMENTRATE,PERCENT PER ANNU,410%,4.10%
54667R..ZF...,"CHINA,P.R.:MACAO",2004,UNEMPLOYMENTRATE,PERCENT PER ANNU,490%,4.90%
54667R..ZF...,"CHINA,P.R.:MACAO",2003,UNEMPLOYMENTRATE,PERCENT PER ANNU,600%,6.00%
54667R..ZF...,"CHINA,P.R.:MACAO",2002,UNEMPLOYMENTRATE,PERCENT PER ANNU,630%,6.30%
54667R..ZF...,"CHINA,P.R.:MACAO",2001,UNEMPLOYMENTRATE,PERCENT PER ANNU,640%,6.40%
54667R..ZF...,"CHINA,P.R.:MACAO",2000,UNEMPLOYMENTRATE,PERCENT PER ANNU,680%,6.80%
54667R..ZF...,"CHINA,P.R.:MACAO",1999,UNEMPLOYMENTRATE,PERCENT PER ANNU,630%,6.30%
54667R..ZF...,"CHINA,P.R.:MACAO",1998,UNEMPLOYMENTRATE,PERCENT PER ANNU,460%,4.60%
54667R..ZF...,"CHINA,P.R.:MACAO",1997,UNEMPLOYMENTRATE,PERCENT PER ANNU,320%,3.20%
54667R..ZF...,"CHINA,P.R.:MACAO",1996,UNEMPLOYMENTRATE,PERCENT PER ANNU,430%,4.30%
54667R..ZF...,"CHINA,P.R.:MACAO",1995,UNEMPLOYMENTRATE,PERCENT PER ANNU,360%,3.60%
54667R..ZF...,"CHINA,P.R.:MACAO",1994,UNEMPLOYMENTRATE,PERCENT PER ANNU,250%,2.50%
54667R..ZF...,"CHINA,P.R.:MACAO",1993,UNEMPLOYMENTRATE,PERCENT PER ANNU,210%,2.10%
54667R..ZF...,"CHINA,P.R.:MACAO",1992,UNEMPLOYMENTRATE,PERCENT PER ANNU,220%,2.20%
54667R..ZF...,"CHINA,P.R.:MACAO",1991,UNEMPLOYMENTRATE,PERCENT PER ANNU,300%,3.00%
54667R..ZF...,"CHINA,P.R.:MACAO",1990,UNEMPLOYMENTRATE,PERCENT PER ANNU,320%,3.20%
23367R..ZF...,COLOMBIA,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,1128%,11.28%
23367R..ZF...,COLOMBIA,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,1113%,11.13%
23367R..ZF...,COLOMBIA,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,1210%,12.10%
23367R..ZF...,COLOMBIA,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1180%,11.80%
23367R..ZF...,COLOMBIA,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1340%,13.40%
23367R..ZF...,COLOMBIA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1410%,14.10%
23367R..ZF...,COLOMBIA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,1540%,15.40%
23367R..ZF...,COLOMBIA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,1500%,15.00%
23367R..ZF...,COLOMBIA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,2050%,20.50%
23367R..ZF...,COLOMBIA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,2010%,20.10%
23367R..ZF...,COLOMBIA,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1500%,15.00%
23367R..ZF...,COLOMBIA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1210%,12.10%
23367R..ZF...,COLOMBIA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1190%,11.90%
23367R..ZF...,COLOMBIA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,870%,8.70%
23367R..ZF...,COLOMBIA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,760%,7.60%
23367R..ZF...,COLOMBIA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,780%,7.80%
23367R..ZF...,COLOMBIA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,920%,9.20%
23367R..ZF...,COLOMBIA,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,980%,9.80%
23367R..ZF...,COLOMBIA,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,1020%,10.20%
23367R..ZF...,COLOMBIA,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,890%,8.90%
23867R..ZF...,COSTA RICA,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,650%,6.50%
23867R..ZF...,COSTA RICA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,670%,6.70%
23867R..ZF...,COSTA RICA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,640%,6.40%
23867R..ZF...,COSTA RICA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,610%,6.10%
23867R..ZF...,COSTA RICA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,520%,5.20%
23867R..ZF...,COSTA RICA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,600%,6.00%
23867R..ZF...,COSTA RICA,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,560%,5.60%
23867R..ZF...,COSTA RICA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,570%,5.70%
23867R..ZF...,COSTA RICA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,620%,6.20%
23867R..ZF...,COSTA RICA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,520%,5.20%
23867R..ZF...,COSTA RICA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,420%,4.20%
23867R..ZF...,COSTA RICA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,410%,4.10%
23867R..ZF...,COSTA RICA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,410%,4.10%
23867R..ZF...,COSTA RICA,1991,UNEMPLOYMENT RATE,PERCENT PER ANNU,550%,5.50%
23867R..ZF...,COSTA RICA,1990,UNEMPLOYMENT RATE,PERCENT PER ANNU,460%,4.60%
23867R..ZF...,COSTA RICA,1989,UNEMPLOYMENT RATE,PERCENT PER ANNU,380%,3.80%
23867R..ZF...,COSTA RICA,1988,UNEMPLOYMENT RATE,PERCENT PER ANNU,550%,5.50%
23867R..ZF...,COSTA RICA,1987,UNEMPLOYMENT RATE,PERCENT PER ANNU,560%,5.60%
23867R..ZF...,COSTA RICA,1986,UNEMPLOYMENT RATE,PERCENT PER ANNU,620%,6.20%
23867R..ZF...,COSTA RICA,1985,UNEMPLOYMENT RATE,PERCENT PER ANNU,680%,6.80%
66267R..ZF...,COTE D IVOIRE,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,3880%,38.80%
66267R..ZF...,COTE D IVOIRE,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,3560%,35.60%
66267R..ZF...,COTE D IVOIRE,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,3000%,30.00%
66267R..ZF...,COTE D IVOIRE,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,2770%,27.70%
66267R..ZF...,COTE D IVOIRE,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,2630%,26.30%
96067R..ZF...,CROATIA,2009,UNEMPLOYMENT RATE,PERCENT PER ANNU,1487%,14.87%
96067R..ZF...,CROATIA,2008,UNEMPLOYMENT RATE,PERCENT PER ANNU,1342%,13.42%
96067R..ZF...,CROATIA,2007,UNEMPLOYMENT RATE,PERCENT PER ANNU,1511%,15.11%
96067R..ZF...,CROATIA,2006,UNEMPLOYMENT RATE,PERCENT PER ANNU,1695%,16.95%
96067R..ZF...,CROATIA,2005,UNEMPLOYMENT RATE,PERCENT PER ANNU,1786%,17.86%
96067R..ZF...,CROATIA,2004,UNEMPLOYMENT RATE,PERCENT PER ANNU,1802%,18.02%
96067R..ZF...,CROATIA,2003,UNEMPLOYMENT RATE,PERCENT PER ANNU,1954%,19.54%
96067R..ZF...,CROATIA,2002,UNEMPLOYMENT RATE,PERCENT PER ANNU,2229%,22.29%
96067R..ZF...,CROATIA,2001,UNEMPLOYMENT RATE,PERCENT PER ANNU,2200%,22.00%
96067R..ZF...,CROATIA,2000,UNEMPLOYMENT RATE,PERCENT PER ANNU,2107%,21.07%
96067R..ZF...,CROATIA,1999,UNEMPLOYMENT RATE,PERCENT PER ANNU,1909%,19.09%
96067R..ZF...,CROATIA,1998,UNEMPLOYMENT RATE,PERCENT PER ANNU,1720%,17.20%
96067R..ZF...,CROATIA,1997,UNEMPLOYMENT RATE,PERCENT PER ANNU,1748%,17.48%
96067R..ZF...,CROATIA,1996,UNEMPLOYMENT RATE,PERCENT PER ANNU,1641%,16.41%
96067R..ZF...,CROATIA,1995,UNEMPLOYMENT RATE,PERCENT PER ANNU,1450%,14.50%
96067R..ZF...,CROATIA,1994,UNEMPLOYMENT RATE,PERCENT PER ANNU,1450%,14.50%
96067R..ZF...,CROATIA,1993,UNEMPLOYMENT RATE,PERCENT PER ANNU,1480%,14.80%
96067R..ZF...,CROATIA,1992,UNEMPLOYMENT RATE,PERCENT PER ANNU,1530%,15.30%
